Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
35816,"2061: Odyssey Three (Space Odyssey, #3)",Arthur C. Clarke,"Clarke, Arthur C.",,"=""0586203192""","=""9780586203194""",3,3.58,Voyager,Paperback,302,1997,1987,2015/08/18,2015/08/17,,,read,,,,1,,,0,,,,,
70539,"2010: Odyssey Two (Space Odyssey, #2)",Arthur C. Clarke,"Clarke, Arthur C.",,"=""0345413970""","=""9780345413970""",4,3.92,Del Rey,Paperback,320,1997,1982,2015/08/13,2015/08/17,,,read,,,,1,,,0,,,,,
22512931,Building Microservices: Designing Fine-Grained Systems,Sam Newman,"Newman, Sam",,"=""1491950358""","=""9781491950357""",0,4.18,O'Reilly Media,Paperback,262,2015,2014,,2015/06/16,to-read,to-read (#31),to-read,,,,0,,,0,,,,,
23526564,Holacracy: The New Management System for a Rapidly Changing World,Brian J. Robertson,"Robertson, Brian J.",,"=""162779428X""","=""9781627794282""",0,3.67,Henry Holt and Co.,Hardcover,240,2015,2015,,2015/06/07,currently-reading,currently-reading (#3),currently-reading,,,,1,,,0,,,,,
25668539,The Software Paradox,Stephen O’Grady,"O’Grady, Stephen",,"=""""","=""9781491900932""",4,3.89,O'Reilly,ebook,62,2015,2015,2015/06/05,2015/06/04,my-background,my-background (#65),read,"Hodně zajímavá kniha, která mi připomněla jak jsme se snažil přesvědčit vedení firmy, že nový produkt, který vyvýjíme nebudeme schopný prodávat jako krabici, ale musí fungovat jako SaaS. Ačkoliv jsem měl i lehkou podporu z obchodu, tak se stejně pokračovalo v krabicáku a raději se zaměřili na implementaci CRM, kde se utopila nejen spousta peněz a dobrých lidí na spoustu měsíců, ale delivery nebyla nakonec žádná. Jak jsem čekal a předpovídal. Snad vám přečtení této knihy pomůže být prozíravější. ;)<br/><br/>Taky jsem si u čtení uvědomil jednu zásadní věc. Na vývoj software mám určitý pohled, který spoustě lidí přijde jako extrémní, neslučitelný s tím jak oni tvoří a udržují kód. Ta věc je ta, že já celou svou kariéru tvořím služby a to i když dělám krabičák. V knize je ten rozdíl hezky popsán. To co já cítím tak nějak intuitivně, tak tam je to popsáno i pro lidi co znají jen ekonomické poučky.",,,1,,,0,,,,,
18194084,Introducing Elixir: Getting Started in Functional Programming,Simon St.Laurent,"St.Laurent, Simon",J. David Eisenberg,"=""1449371701""","=""9781449371708""",0,3.55,O'Reilly Media,ebook,250,2013,2013,,2015/05/11,currently-reading,currently-reading (#2),currently-reading,,,,1,,,0,,,,,
25426365,http2 explained,Daniel Stenberg,"Stenberg, Daniel",,"=""""","=""""",3,3.82,,ebook,31,,,2015/04/24,2015/04/28,my-background,my-background (#64),read,,,,1,,,0,,,,,
337302,xUnit Test Patterns: Refactoring Test Code,Gerard Meszaros,"Meszaros, Gerard",,"=""0131495054""","=""9780131495050""",3,3.93,Addison-Wesley Professional,Hardcover,883,2007,2003,2009/01/01,2014/01/02,my-background,my-background (#63),read,,,,1,,,1,,,unspecified,,
84983,"Agile Principles, Patterns, and Practices in C#",Robert C. Martin,"Martin, Robert C.",Micah Martin,"=""0131857258""","=""9780131857254""",3,4.31,Prentice Hall,Hardcover,732,2006,2006,,2014/01/02,my-background,my-background (#62),read,,,,1,,,1,,,unspecified,,
85009,Design Patterns: Elements of Reusable Object-Oriented Software,Erich Gamma,"Gamma, Erich","Ralph Johnson, John Vlissides, Richard Helm","=""0201633612""","=""9780201633610""",0,4.18,Addison-Wesley Professional,Hardcover,416,1994,1994,,2014/01/02,my-background,my-background (#61),read,,,,1,,,1,,,unspecified,,
3735293,Clean Code: A Handbook of Agile Software Craftsmanship,Robert C. Martin,"Martin, Robert C.",,"=""0132350882""","=""9780132350884""",4,4.40,Prentice Hall,Paperback,434,2008,2007,,2014/01/02,"favorites, my-background","favorites (#20), my-background (#60)",read,,,,1,,,1,,,unspecified,,
3856,User Stories Applied: For Agile Software Development,Mike Cohn,"Cohn, Mike",Kent Beck,"=""0321205685""","=""9780321205681""",0,3.88,Addison-Wesley Professional,Paperback,268,2004,2004,,2014/01/02,my-background,my-background (#59),read,,,,1,,,1,,,unspecified,,
85050,Applying Domain-Driven Design and Patterns : With Examples in C# and .NET,Jimmy Nilsson,"Nilsson, Jimmy",,"=""0321268202""","=""9780321268204""",3,3.59,Addison-Wesley Professional,Hardcover,528,2006,2006,,2014/01/02,my-background,my-background (#58),read,,,,1,,,1,,,unspecified,,
387190,Test Driven Development: By Example,Kent Beck,"Beck, Kent",,"=""0321146530""","=""9780321146533""",5,4.08,Addison-Wesley Professional,Paperback,216,2002,2002,2012/07/29,2014/01/02,"my-background, favorites","my-background (#57), favorites (#19)",read,,,,1,,,1,,,unspecified,,
85012,"Enterprise Integration Patterns: Designing, Building, and Deploying Messaging Solutions",Gregor Hohpe,"Hohpe, Gregor",Bobby Woolf,"=""0321200683""","=""0785342200683""",0,4.09,Addison-Wesley Professional,Hardcover,736,2003,2003,2010/08/01,2014/01/02,my-background,my-background (#56),read,,,,1,,,1,,,unspecified,,
3368,Don't Make Me Think: A Common Sense Approach to Web Usability,Steve Krug,"Krug, Steve",,"=""0321344758""","=""9780321344755""",3,4.25,New Riders Publishing,Paperback,201,2005,2000,,2014/01/02,"favorites, my-background","favorites (#18), my-background (#55)",read,,,,1,,,1,,,unspecified,,
67833,Extreme Programming Explained: Embrace Change (The XP Series),Kent Beck,"Beck, Kent",Cynthia Andres,"=""0321278658""","=""9780321278654""",4,4.08,Addison-Wesley Professional,Paperback,224,2004,1999,2014/12/25,2014/01/02,"my-background, favorites","my-background (#54), favorites (#17)",read,,,,1,,,0,,,,,
1353360,Software Engineering with Microsoft Visual Studio Team System,Sam Guckenheimer,"Guckenheimer, Sam",,"=""0321278720""","=""9780321278722""",0,3.60,Addison-Wesley Professional,Paperback,255,2006,2006,,2014/01/02,my-background,my-background (#53),read,,,,1,,,1,,,unspecified,,
67836,Extreme Programming Pocket Guide,chromatic,"chromatic, chromatic",Shane Warden,"=""0596004850""","=""9780596004859""",4,3.78,O'Reilly Media,Paperback,90,2003,2003,2013/09/18,2014/01/02,"favorites, my-background","favorites (#16), my-background (#52)",read,,,,1,,,1,,,unspecified,,
46081,Beginning Ruby on Rails,Steven Holzner,"Holzner, Steven",,"=""0470069155""","=""9780470069158""",0,3.14,Wrox Press,Paperback,380,2006,2006,2009/01/01,2014/01/02,my-background,my-background (#51),read,,,,1,,,1,,,unspecified,,
6988746,Html5: Up and Running: Dive Into the Future of Web Development,Mark Pilgrim,"Pilgrim, Mark",,"=""0596806027""","=""9780596806026""",2,3.96,O'Reilly Media,Paperback,207,2010,2010,2011/01/01,2014/01/02,my-background,my-background (#50),read,,,,1,,,1,,,unspecified,,
6438581,Even Faster Web Sites,Steve Souders,"Souders, Steve","Tim O'Reilly, O'Reilly & Associates","=""0596522304""","=""9780596522308""",3,3.96,O'Reilly Media,Paperback,256,2009,2009,,2014/01/02,"my-background, favorites","my-background (#49), favorites (#15)",read,,,,1,,,1,,,unspecified,,
1654215,The Art of Agile Development,James Shore,"Shore, James",Shane Warden,"=""0596527675""","=""9780596527679""",3,3.96,O'Reilly Media,Paperback,440,2007,2007,2010/01/01,2014/01/02,"my-background, favorites","my-background (#48), favorites (#14)",read,,,,1,,,1,,,unspecified,,
2129308,Building Web Solutions with ASP.Net and ADO.NET,Dino Esposito,"Esposito, Dino",Dino Esposito,"=""0735615780""","=""9780735615786""",0,3.71,Microsoft Press,Paperback,416,2002,2002,,2014/01/02,my-background,my-background (#47),read,,,,1,,,1,,,unspecified,,
231164,Applied XML Programming for Microsoft® .NET,Dino Esposito,"Esposito, Dino",Esposito (Wintellect) Dino,"=""0735618011""","=""9780735618015""",0,3.54,Microsoft Press,Paperback,720,2002,2002,,2014/01/02,my-background,my-background (#46),read,,,,1,,,1,,,unspecified,,
9017983,Moving Applications to the Cloud on the Microsoft Azure� Platform,Eugenio Pace,"Pace, Eugenio","Dominic Betts, Scott Densmore, Ryan Dunn, Masashi Narumoto, Matias Woloski","=""0735649677""","=""9780735649675""",2,3.67,Microsoft Press,Paperback,176,2010,2010,,2014/01/02,my-background,my-background (#45),read,,,,1,,,1,,,unspecified,,
1659737,Speed Up Your Site: Web Site Optimization,Andrew B. King,"King, Andrew B.",,"=""0735713243""","=""9780735713246""",4,3.54,New Riders Publishing,Paperback,528,2003,2003,,2014/01/02,my-background,my-background (#44),read,,,,1,,,1,,,unspecified,,
9263923,Parallel Programming with Microsoft .NET: Design Patterns for Decomposition and Coordination on Multicore Architectures,Colin Campbell,"Campbell, Colin","Ralph Johnson, Ade Miller, Stephen Toub","=""0735651590""","=""9780735651593""",4,3.70,Microsoft Press,Paperback,224,2010,2010,,2014/01/02,my-background,my-background (#43),read,Velmi p����kn���� vkro����en���� do problematiky paraleln���� vykon����van����ho k����du.,,,1,,,1,,,unspecified,,
7049142,Showstopper! the Breakneck Race to Create Windows NT and the Next Generation at Microsoft,G. Pascal Zachary,"Zachary, G. Pascal",Pascal G. Zachary,"=""0759285780""","=""9780759285781""",4,4.14,eReads.com,Paperback,338,2009,1994,2013/04/20,2014/01/02,my-background,my-background (#42),read,,,,1,,,1,,,unspecified,,
6934600,The Definitive Guide To F#,Don Syme,"Syme, Don","Adam Granicz, Antonio Cisternino","=""1430224312""","=""9781430224310""",0,4.20,,,,2010,2010,,2014/01/02,my-background,my-background (#41),read,,,,1,,,1,,,unspecified,,
20408314,Responsive Web Design,Ethan Marcotte,"Marcotte, Ethan",,"=""098444257X""","=""""",4,4.14,A Book Apart,Paperback,150,,2011,2015/03/25,2014/01/02,"favorites, my-background","favorites (#13), my-background (#40)",read,"Hezký průvodce v tvorbě responsivních webů. Knížka není moc dlouhá a má plno zajímavých podnětů k přemýšlení. Hezky zapadá do koncepce ostatních knih z A Book Apart. Jen bych očekával u druhého aktualizovanáho vydání, že ta aktualizace bude trochu rozsáhlejší, občas jsou některé věci dost out of date. Např. v knize není ani jednou zmíněn prohlížeč Chrome. Nadruhou stranu je to celkem fuk, protože zmíněné postupy fungují.",,,1,,,1,,,unspecified,,
15812003,ClojureScript: Up and Running,Stuart Sierra,"Sierra, Stuart",Luke VanderHart,"=""1449327435""","=""9781449327439""",3,3.30,O'Reilly Media,Paperback,116,2012,2012,2013/12/07,2014/01/02,my-background,my-background (#39),read,,,,1,,,1,,,unspecified,,
3405043,Pro Windows Powershell,Hristo Deshev,"Deshev, Hristo",,"=""1590599403""","=""9781590599402""",0,3.80,Apress,Paperback,493,2008,2008,,2014/01/02,my-background,my-background (#38),read,,,,1,,,1,,,unspecified,,
17716085,Clojure Data Analysis Cookbook,Eric Rochester,"Rochester, Eric",,"=""178216264X""","=""9781782162643""",0,3.61,Packt Publishing,Paperback,342,2013,2013,2014/08/25,2014/01/02,my-background,my-background (#37),read,,,,1,,,1,,,unspecified,,
603232,"A Programmer's Introduction to C#, Second Edition",Eric Gunnerson,"Gunnerson, Eric",,"=""1893115623""","=""9781893115620""",0,3.28,Apress,Paperback,540,2001,2000,2004/01/01,2014/01/02,my-background,my-background (#36),read,,,,1,,,1,,,unspecified,,
853147,The Quick Python Book,Daryl D. Harms,"Harms, Daryl D.",Kenneth McDonald,"=""1884777740""","=""9781884777745""",0,3.87,Manning Publications,Paperback,422,2000,2000,,2014/01/02,my-background,my-background (#35),read,,,,1,,,1,,,unspecified,,
6487349,The Art of Unit Testing: With Examples in .NET,Roy Osherove,"Osherove, Roy",,"=""1933988274""","=""9781933988276""",3,4.10,Manning Publications,Paperback,320,2009,2009,2010/01/01,2014/01/02,my-background,my-background (#34),read,,,,1,,,1,,,unspecified,,
5060029,Hibernate Search in Action,Emmanuel Bernard,"Bernard, Emmanuel",John Griffin,"=""1933988649""","=""9781933988641""",0,3.38,Manning Publications,Paperback,450,2009,2008,2008/01/01,2014/01/02,my-background,my-background (#33),read,,,,1,,,1,,,unspecified,,
2364113,NHibernate in Action,Pierre Henri Kuaté,"Kuaté, Pierre Henri","Christian Bauer, Gavin King, Pierre Henri Kuate, Tobin Harris","=""1932394923""","=""9781932394924""",0,3.58,Manning Publications,Paperback,400,2009,2007,2009/01/01,2014/01/02,my-background,my-background (#32),read,,,,1,,,1,,,unspecified,,
12693642,Lean from the Trenches,Henrik Kniberg,"Kniberg, Henrik",,"=""1934356859""","=""9781934356852""",5,4.21,Pragmatic Bookshelf,Paperback,176,2011,2011,2013/06/12,2014/01/02,"favorites, my-background","favorites (#12), my-background (#31)",read,,,,1,,,1,,,unspecified,,
8928078,Test-Drive ASP.NET MVC,Jonathan McCracken,"McCracken, Jonathan",,"=""1934356530""","=""9781934356531""",2,3.19,Pragmatic Bookshelf,Paperback,250,2010,2010,2011/01/01,2014/01/02,my-background,my-background (#30),read,,,,1,,,1,,,unspecified,,
18467564,Seven Concurrency Models in Seven Weeks: When Threads Unravel,Paul   Butcher,"Butcher, Paul",,"=""1937785653""","=""9781937785659""",5,3.82,Pragmatic Bookshelf,Paperback,267,2014,2014,2014/06/22,2014/01/02,"favorites, my-background","favorites (#11), my-background (#29)",read,"Tuto knihu mohu doporučit všem, co to myslí s vývojem aspoň trochu vázně. A je jedno jestli dělají front-end v JavaScriptu, back-end v PHP nebo nějakou enterprise aplikaci. Každý si tam najde něco, co mu pomůže podívat se na problematiku efektivního psaní aplikací z trochu jiného úhlu.<br/> <br/>Je zde srozumitelně popsán rozdíl mezi konkurencí, paralelismem a asynchronicitou. Jsou zde popsány různé přístupy k řešení konkurenčních přístupů s přihlédnutím k tomu, na jakou množinu problémů jsou vhodněšní či na jaké zcela nevhodné.<br/><br/>Ukázky v knize jsou v různých jazycích - ať už v provařené Javě nebo Céčku, tak i v moderních jazycích jako je Clojure nebo Elixir. Pokud tyto jazyky vůbec neznáte, nebojte se. Kniha vás s Clojure i Elixirem seznámí tak, abyste ukázky nejen pochopili, ale abyste byli schopní napsat v nich netriviální programy. Nečekejte důvěrné seznámení, ale úvod do programování v Clojure, ve které je značná část ukázek, v typických scénářích jejího užití.<br/><br/>Já osobně jsem se dozvěděl mnoho a to se této problematice věnuji již drahnou dobu. Dle mého názoru by tato kniha neměla chybět v žádné knihovně.",,,1,,,1,,,unspecified,,
18399028,Web Development with Clojure: Build Bulletproof Web Apps with Less Code,Dmitri Sotnikov,"Sotnikov, Dmitri",,"=""1937785645""","=""9781937785642""",3,3.54,The Pragmatic Programmers,Paperback,232,2014,2013,2015/04/19,2014/01/02,my-background,my-background (#28),read,,,,1,,,1,,,unspecified,,
15758128,Co programátory ve škole neučí aneb Softwarové inženýrství v reálné praxi,Petr Paleta,"Paleta, Petr",,"=""8025100731""","=""9788025100738""",2,3.40,Computer Press,Paperback,336,2003,2003,,2014/01/02,my-background,my-background (#27),read,,,,1,,,1,,,unspecified,,
15732688,Agilní programování: metodiky efektivního vývoje softwaru,Václav Kadlec,"Kadlec, Václav",,"=""8025103420""","=""9788025103425""",4,3.20,Computer Press,Paperback,278,2004,2004,,2014/01/02,"favorites, my-background","favorites (#10), my-background (#26)",read,,,,1,,,1,,,unspecified,,
1311542,Continuous Integration: Improving Software Quality and Reducing Risk,Paul Duvall,"Duvall, Paul","Steve Matyas, Andrew Glover","=""0321336380""","=""9780321336385""",3,3.80,Addison-Wesley Professional,Paperback,283,2007,2007,2010/08/01,2014/01/02,my-background,my-background (#25),read,,,,1,,,1,,,unspecified,,
17869230,Introduction to Rx,Lee Campbell,"Campbell, Lee",,"=""""","=""""",3,3.70,,Kindle Edition,354,2012,2012,2011/01/01,2014/01/02,my-background,my-background (#24),read,,,,1,,,1,,,unspecified,,
17925612,The Coding Dojo Handbook,Emily Bache,"Bache, Emily",,"=""""","=""""",4,4.16,leanpub.com,ebook,127,2013,2013,2013/11/17,2014/01/02,my-background,my-background (#23),read,,,,1,,,1,,,unspecified,,
12351513,Kanban,David J. Anderson,"Anderson, David J.",,"=""""","=""""",4,3.98,Blue Hole Press Inc,Kindle Edition,278,2013,2010,2011/01/01,2014/01/02,"favorites, my-background","favorites (#9), my-background (#22)",read,,,,1,,,1,,,unspecified,,
10284614,The Clean Coder: A Code of Conduct for Professional Programmers,Robert C. Martin,"Martin, Robert C.",,"=""0137081073""","=""9780137081073""",5,4.28,Prentice Hall,Paperback,210,2011,2011,2011/07/01,2014/01/02,"favorites, my-background","favorites (#8), my-background (#21)",read,,,,1,,,1,,,unspecified,,
17255897,"The Phoenix Project: A Novel About IT, DevOps, and Helping Your Business Win",Gene Kim,"Kim, Gene","Kevin Behr, George Spafford","=""""","=""9780988262577""",5,4.27,IT Revolution Press,ebook,376,2013,2013,2013/08/21,2014/01/02,"favorites, my-background","favorites (#7), my-background (#20)",read,,,,1,,,1,,,unspecified,,
19397151,Programming Reactive Extensions and Linq,Jesse Liberty,"Liberty, Jesse",Paul Betts,"=""1430237481""","=""9781430237488""",1,2.70,Apress,ebook,180,2011,2011,,2014/01/02,my-background,my-background (#19),read,,,,1,,,1,,,unspecified,,
11889509,"Slack: Getting Past Burnout, Busywork, and the Myth of Total Efficiency",Tom DeMarco,"DeMarco, Tom",,"=""""","=""""",5,4.01,Crown Business,Kindle Edition,240,2001,2001,2014/03/17,2014/01/02,my-background,my-background (#18),read,,,,1,,,1,,,unspecified,,
13266133,Leaders in Computing - Changing the digital world,BCS the Chartered Institute for IT,"IT, BCS the Chartered Institute for","Brian Runciman, Steve Wozniak, Donald Ervin Knuth, Grady Booch, Linus Torvaulds, Vint Cerf, Karen Spärck Jones, Tim Berners-Lee, Jimmy Wales, Stephanie Shirley","=""""","=""""",3,3.62,British Informatics Society Limited,Kindle Edition,75,2011,2011,2013/08/23,2014/01/02,my-background,my-background (#17),read,,,,1,,,1,,,unspecified,,
